"OP_ID","SPECIES","SAMPLE","LENGTH","WEIGHT","SEX","MATURITY"
92576,206,150469,176,39,2,1
92576,206,150470,196,63,2,2
92576,206,150471,194,53,2,2
92576,206,150472,197,54,2,2
92576,206,150473,191,43,2,2
92576,206,150474,185,47,2,2
92576,206,150475,210,62,2,2
92576,206,150477,212,74,2,2
92576,206,150478,193,50,2,2
92576,206,150479,191,49,2,2
92576,206,150480,191,53,2,2
92576,206,150481,184,38,2,2
92576,206,150482,200,61,2,2
92576,206,150483,206,68,2,2
92576,206,150484,184,38,1,2
92576,206,150485,212,68,2,2
92576,206,150486,179,38,2,2
92576,206,150487,198,58,2,2
92576,206,150488,206,60,2,2
92576,206,150490,202,64,2,2
92576,206,150491,231,83,2,2
92576,206,150492,184,40,1,2
92576,206,150493,232,88,2,2
92576,206,150494,206,54,1,2
92576,206,150495,192,52,2,2
92576,206,150496,208,59,2,2
92576,206,150497,227,78,2,2
92576,206,150498,177,42,2,2
92576,206,150499,174,39,2,2
92576,206,150500,173,34,2,2
92576,206,150501,175,38,1,2
92576,206,150503,204,58,2,2
92576,206,150504,209,72,2,2
92576,206,150505,178,40,2,2
92576,206,150506,178,40,2,2
92576,206,150507,202,53,2,2
92576,206,150508,212,76,2,2
92576,206,150509,215,60,2,2
92576,206,150510,213,75,2,2
92576,206,153157,85,3.6,0,1
92576,206,153158,70,2,0,1
92576,206,153159,84,4,0,1
92576,206,153160,81,2.9,0,1
92576,206,153161,80,3.2,0,1
92579,206,153076,83,3.9,0,1
92579,206,153077,85,4.3,0,1
92579,206,153078,85,4.5,0,1
92579,206,153079,81,3.6,0,1
92579,206,153080,78,3.1,0,1
92579,206,153081,70,2.2,0,1
92579,206,153082,71,2.1,0,1
92579,206,153083,66,1.8,0,1
92579,206,153084,68,2.2,0,1
92579,206,153085,67,1.9,0,1
92579,206,150528,221,70,2,2
92579,206,150511,240,99,,
92579,206,150512,206,50,,
92579,206,150523,215,64,2,2
92579,206,150524,222,77,2,2
92579,206,150525,233,97,2,2
92579,206,150526,223,76,2,2
92579,206,150527,171,32,2,2
92579,206,150529,247,115,2,2
92579,206,150530,155,25,2,1
92579,206,150531,214,69,2,2
92579,206,150532,216,79,2,2
92579,206,153071,96,6.3,0,1
92579,206,153072,93,5.9,0,1
92579,206,153073,85,4.6,0,1
92579,206,153074,83,4.8,0,1
92579,206,153075,88,5.1,0,1
92584,206,150540,230,95,2,2
92584,206,150513,199,38,,
92584,206,151719,215,62.1,2,2
92584,206,151718,187,49.3,2,2
92584,206,151717,207,62.3,1,2
92584,206,153156,87,5.1,0,1
92584,206,153155,89,4.6,0,1
92584,206,153154,70,2,0,1
92584,206,150539,168,26,1,2
92584,206,150514,241,106,,
92584,206,153152,62,1.6,0,1
92584,206,153153,72,2.3,0,1
92587,206,153101,83,4.1,0,1
92587,206,153102,65,2,0,1
92587,206,153103,64,1.7,0,1
92587,206,151731,205,65.2,2,2
92587,206,151732,182,50.7,1,2
92587,206,151733,198,56.6,2,2
92587,206,151734,215,75.8,2,2
92587,206,151735,195,64.1,2,2
92592,206,151748,210,61.3,2,2
92592,206,151747,209,72.7,2,2
92592,206,151746,200,63.2,1,2
92592,206,151745,179,43.7,1,2
92592,206,151744,182,46.2,2,2
92592,206,151743,170,43.5,2,2
92592,206,153108,80,3,0,1
92592,206,153105,70,2.5,0,1
92592,206,153106,85,4.1,0,1
92592,206,153107,81,3,0,1
92592,206,153104,70,2.2,0,1
92592,206,150560,247,104,2,2
92592,206,150559,235,89,2,2
92592,206,150558,167,31,2,2
92592,206,150557,165,26,1,2
92592,206,150556,163,34,2,2
92592,206,150555,210,62,,
92596,206,153127,71,2.2,,
92596,206,150578,169,38,2,2
92596,206,153129,71,1.9,0,1
92596,206,153130,74,2.6,0,1
92596,206,152131,75,2.3,0,1
92596,206,153132,76,2.6,0,1
92596,206,153133,76,2.8,0,1
92596,206,153134,62,1.5,0,1
92596,206,153135,75,3,0,1
92596,206,153136,75,2.5,0,1
92596,206,153137,68,1.5,0,1
92596,206,153128,73,2.3,,
92596,206,150573,227,72,,
92596,206,150574,237,87,2,2
92596,206,150575,231,76,2,2
92596,206,150576,235,86,2,2
92596,206,153126,84,3.9,,
92596,206,150579,166,28,1,1
92596,206,150577,240,120,2,2
92599,206,150597,220,70,2,2
92599,206,150596,196,44,2,2
92599,206,150595,186,37,2,2
92599,206,150594,202,46,2,2
92599,206,150593,211,63,2,2
92605,206,150605,170,25,2,1
92605,206,150602,235,74,2,2
92605,206,150603,212,64,2,2
92605,206,150604,198,49,2,2
92609,206,153054,72,2.3,0,1
92609,206,153055,86,4.3,0,1
92609,206,153056,75,2.8,0,1
92609,206,153057,71,2.8,0,1
92609,206,153058,81,3.9,0,1
92610,206,150677,196,48,2,2
92610,206,150578,208,57,2,2
92610,206,150679,211,70,2,2
92610,206,150680,225,76,2,2
92610,206,150681,183,40,2,2
92610,206,150682,214,58,2,2
92610,206,150683,216,57,2,2
92610,206,150684,180,38,2,2
92610,206,150685,214,55,2,2
92610,206,150686,201,38,2,2
92610,206,150688,167,24,2,2
92610,206,150689,232,85,2,2
92610,206,150690,187,40,2,2
92610,206,150691,182,44,2,2
92610,206,150692,184,41,2,2
92610,206,150693,194,40,2,2
92610,206,150694,172,28,1,2
92610,206,150695,226,78,2,2
92610,206,150696,216,64,2,2
92610,206,150697,183,39,2,2
92610,206,150698,195,44,2,2
92610,206,150699,229,79,2,2
92610,206,153087,73,2.3,0,1
92610,206,153088,76,2.6,0,1
92610,206,153089,85,3.9,0,1
92610,206,153090,85,4.8,0,1
92610,206,153091,85,4.5,0,1
92610,206,151641,252,119.3,2,2
92610,206,150631,222,78,2,2
92610,206,150687,180,37,1,2
92610,206,150700,185,40,1,2
92610,206,150622,177,39,1,2
92610,206,150623,209,67,2,2
92610,206,150624,211,66,2,2
92610,206,150625,224,82,2,2
92610,206,150626,197,49,2,2
92610,206,150627,210,54,2,2
92610,206,150628,199,52,2,2
92610,206,150629,205,65,2,2
92610,206,150630,162,27,2,2
92610,206,150632,168,31,2,2
92610,206,150633,185,47,2,2
92610,206,150634,176,37,1,2
92610,206,150635,199,53,2,2
92610,206,150636,226,75,2,2
92610,206,150637,204,58,2,2
92610,206,150638,223,61,2,2
92610,206,150639,207,62,2,2
92610,206,150640,177,40,2,2
92610,206,150641,210,53,1,2
92610,206,150642,206,56,2,2
92610,206,150643,236,65,1,2
92610,206,150644,167,32,2,2
92610,206,150645,192,41,2,2
92610,206,150646,202,55,2,2
92610,206,150647,230,90,2,2
92610,206,150648,168,31,1,2
92610,206,150649,161,30,2,2
92610,206,150650,222,80,2,2
92610,206,150651,210,62,2,2
92610,206,150652,205,48,1,2
92610,206,150653,193,42,2,2
92610,206,150654,180,37,2,2
92610,206,150655,192,39,2,2
92610,206,150656,197,39,1,2
92610,206,150657,178,39,1,2
92610,206,150658,160,18,2,2
92610,206,150659,207,45,2,2
92610,206,150660,169,40,2,2
92610,206,150661,222,70,2,2
92610,206,150662,230,83,2,2
92610,206,150663,188,40,1,2
92610,206,150664,172,32,2,2
92610,206,150665,175,30,2,2
92610,206,150666,161,24,2,2
92610,206,150667,167,34,2,2
92610,206,150668,220,74,2,2
92610,206,150669,178,35,2,2
92610,206,150670,217,63,2,2
92610,206,150671,216,,2,2
92610,206,150672,178,26,2,2
92610,206,150673,176,36,2,2
92610,206,150674,200,56,2,2
92610,206,150675,161,21,1,2
92610,206,150676,203,45,2,2
92611,206,153114,79,3.2,0,1
92611,206,153115,80,3.4,0,1
92611,206,153116,61,1.4,0,1
92611,206,153117,66,1.7,0,1
92611,206,153118,70,1.8,0,1
92611,206,153119,55,1,0,1
92611,206,153120,87,4.3,0,1
92611,206,153121,99,6.5,0,1
92611,206,153122,75,2.4,0,1
92611,206,15323,71,2,0,1
92611,206,15124,72,2.2,0,1
92611,206,153125,65,1.7,0,1
92611,206,153143,86,4.5,0,1
92611,206,153144,72,2.3,0,1
92611,206,153145,76,3,0,1
92611,206,153146,63,1.6,0,1
92618,206,150706,239,90,2,2
92618,206,153093,57,1,0,1
92618,206,153094,70,2,0,1
92618,206,153095,72,2.3,0,1
92618,206,153096,80,2.9,0,1
92618,206,153097,96,6.3,0,1
92618,206,151723,191,44.3,2,2
92618,206,151724,193,53,2,2
92618,206,151725,228,64.4,2,2
92618,206,151726,195,32.4,1,2
92618,206,151727,191,51,2,2
92618,206,151728,206,61.3,2,2
92618,206,151729,195,51.3,2,2
92618,206,151730,207,82.1,2,2
92621,206,150714,240,100,0,2
92621,206,150715,235,87,2,2
92621,206,150716,153,25,1,1
92621,206,153049,70,1.8,0,1
92621,206,153050,71,2.6,0,1
92621,206,153051,66,2,0,1
92621,206,153052,72,2.3,0,1
92621,206,153053,81,4,0,1
92621,206,151736,203,66.4,2,2
92621,206,151737,190,48.3,2,2
92621,206,151738,200,49.7,2,2
92621,206,151739,222,79.2,1,2
92626,206,150725,233,84,2,2
92626,206,153098,80,3.5,0,1
92626,206,153099,85,3.5,0,1
92626,206,153100,52,0.6,0,1
92630,206,150737,202,67,2,2
92630,206,150746,230,106,2,2
92630,206,150732,209,64,2,2
92630,206,150733,226,95,2,2
92630,206,150734,205,69,2,2
92630,206,150735,240,90,2,2
92630,206,150736,237,109,2,2
92630,206,150738,191,50,2,2
92630,206,150739,236,116,2,2
92630,206,150740,214,59,1,2
92630,206,150741,211,76,2,2
92630,206,150742,204,67,2,2
92630,206,150743,235,84,2,2
92630,206,150744,241,113,2,2
92630,206,150745,190,55,2,2
92630,206,150747,212,72,2,2
92630,206,150748,190,47,2,2
92630,206,153086,81,3.4,0,1
92639,206,150768,239,110,2,2
92639,206,150761,183,38,2,2
92639,206,150762,192,43,2,2
92639,206,150763,199,54,2,2
92639,206,150764,205,66,2,2
92639,206,150765,208,65,1,2
92639,206,150766,213,69,2,2
92639,206,150767,213,72,2,2
92639,206,150769,243,102,2,2
92639,206,153109,64,1.5,0,1
92639,206,153110,57,1.4,0,1
92639,206,153111,62,1.2,0,1
92639,206,153112,72,2.3,0,1
92639,206,153113,61,1.3,0,1
92642,206,150782,222,73,1,2
92642,206,150775,181,41,2,2
92642,206,150776,188,46,1,2
92642,206,150777,196,52,2,2
92642,206,150778,197,56,1,2
92642,206,150779,202,69,2,2
92642,206,150780,213,72,2,2
92642,206,150781,220,66,2,2
92642,206,150783,223,92,2,2
92642,206,150784,234,106,2,2
92645,206,153066,77,3.4,0,1
92645,206,153067,79,3.1,0,1
92645,206,153068,76,2.8,0,1
92645,206,153069,66,2.1,0,1
92645,206,153070,70,2,0,1
92645,206,150786,187,41,1,2
92645,206,150787,181,38,2,2
92645,206,150788,198,51,2,2
92645,206,150789,210,63,1,2
92645,206,150790,223,85,2,2
92645,206,150791,196,48,1,2
92645,206,150792,202,53,2,2
92645,206,150793,194,50,1,2
92645,206,150794,220,70,2,2
92648,206,153138,81,3.3,0,1
92648,206,153139,63,1.5,0,1
92648,206,153140,59,1.2,0,1
92648,206,153141,69,2.3,0,1
92648,206,153142,63,1.5,0,1
92657,206,153035,66,1.9,0,1
92657,206,153036,57,1,0,1
92657,206,153037,56,1,0,1
92657,206,153038,70,2.1,0,1
92657,206,153045,75,2.6,0,1
92657,206,153046,69,2.1,0,1
92657,206,153047,72,1.9,0,1
92657,206,153048,64,1.4,0,1
92658,206,150820,167,28,1,2
92658,206,150833,210,66,2,2
92658,206,150818,164,32,1,2
92658,206,150819,184,48,2,2
92658,206,150821,168,30,2,2
92658,206,150822,169,26,1,2
92658,206,150823,172,34,2,2
92658,206,150824,172,39,1,2
92658,206,150825,175,35,2,2
92658,206,150826,176,37,2,2
92658,206,150827,184,46,2,2
92658,206,150828,185,45,2,2
92658,206,150829,185,37,2,2
92658,206,150830,187,43,1,2
92658,206,150831,202,48,1,2
92658,206,150832,204,64,2,2
92658,206,150834,212,56,2,2
92658,206,150835,216,55,2,2
92658,206,150836,219,66,2,2
92658,206,150837,220,78,2,2
92658,206,150838,220,77,1,2
92658,206,150839,222,86,2,2
92658,206,150840,224,79,2,2
92658,206,150841,230,87,2,2
92658,206,153034,78,2.6,0,1
92658,206,151643,189,52,2,2
92659,206,150884,214,64,2,2
92659,206,150885,223,90,2,2
92659,206,150886,221,79,2,2
92659,206,150887,213,70,2,2
92659,206,150888,212,65,2,2
92659,206,150889,239,103,2,2
92659,206,150890,202,58,2,2
92659,206,150891,218,75,2,2
92659,206,150892,223,75,1,2
92659,206,150893,211,64,2,2
92659,206,150894,228,80,2,2
92659,206,150895,206,63,1,2
92659,206,150896,245,109,1,2
92659,206,150897,211,58,2,2
92659,206,150898,222,82,2,2
92659,206,150899,213,75,2,2
92659,206,150900,202,57,1,2
92659,206,150901,205,67,2,2
92659,206,150902,215,61,2,2
92659,206,150903,243,114,2,2
92659,206,150904,223,87,2,2
92659,206,150905,227,77,2,2
92659,206,151754,190,56.1,2,2
92659,206,150907,222,73,2,2
92659,206,150859,181,47,2,2
92659,206,150860,169,36,2,2
92659,206,150861,178,46,2,2
92659,206,150862,175,39,1,2
92659,206,150863,185,45,1,2
92659,206,150864,189,48,1,2
92659,206,150865,173,37,2,2
92659,206,150866,173,35,1,2
92659,206,150867,177,42,2,2
92659,206,150868,198,57,1,2
92659,206,150869,178,35,2,2
92659,206,150870,199,59,1,2
92659,206,150871,197,58,2,2
92659,206,150872,192,45,2,2
92659,206,150873,187,39,1,2
92659,206,150874,185,44,2,2
92659,206,150875,145,18,2,2
92659,206,150876,177,37,2,2
92659,206,150877,199,62,2,2
92659,206,150878,185,55,2,2
92659,206,150879,194,48,1,2
92659,206,150880,205,67,2,2
92659,206,150881,226,84,2,2
92659,206,150882,205,74,2,2
92659,206,150883,246,83,2,2
92659,206,150906,206,52,2,2
92659,206,150908,201,64,2,2
92659,206,150909,217,80,2,2
92659,206,150910,204,62,2,2
92659,206,150853,198,51,1,2
92659,206,150854,181,46,2,2
92659,206,150855,184,47,2,2
92659,206,150856,196,58,1,2
92659,206,150857,170,32,1,2
92659,206,150858,182,47,2,2
92659,206,151749,202,63,2,2
92659,206,151750,192,48.7,2,2
92659,206,151751,203,60.4,2,2
92659,206,151753,162,36.4,2,2
92666,206,150916,230,83,2,2
92666,206,153039,83,3.4,0,1
92666,206,153040,84,5.3,0,1
92666,206,153041,79,4,0,1
92666,206,153042,51,0.8,0,1
92666,206,153043,76,2.8,0,1
92666,206,153044,65,1.7,0,1
92669,206,150920,234,91,2,2
92669,206,150919,175,32,2,2
92670,206,150924,232,93,2,2
92670,206,150925,231,78,2,2
92670,206,151740,54,0.7,0,1
92670,206,151741,72,1.9,0,1
92670,206,151742,72,2.3,0,1
92879,206,150968,77,3,,
92881,206,150996,58,1,,
92881,206,150995,67,1,,
92881,206,150998,73,3,,
92887,206,151897,224,84.2,1,2
92887,206,151898,234,89.4,1,2
92890,206,151870,221,94.5,2,2
92891,206,151920,225,78.1,2,2
92902,206,151061,92,5,0,
92902,206,151065,103,7,0,
92902,206,151066,96,5,0,
92902,206,151068,82,4,0,
92902,206,151069,90,5,0,
92904,206,151070,48,1,0,8
92906,206,151071,70,2,0,1
92906,206,151827,220,96.8,2,2
92906,206,151828,214,69.5,1,2
92906,206,151829,199,48.3,2,2
93877,206,1502054,261,141,2,2
93891,206,152024,90,5,0,8
93891,206,152022,89,3,0,8
93891,206,152023,82,3,0,8
93893,206,152032,105,7,0,1
93893,206,152033,112,8,0,1
93893,206,152034,120,8,0,1
93893,206,152035,97,4,0,1
93893,206,152036,93,5,0,1
93894,206,152045,79,3,0,1
93894,206,152041,121,11,0,1
93894,206,152042,110,8,0,1
93894,206,152043,94,6,0,1
93894,206,152044,82,5,0,1
93894,206,152046,93,6,0,1
93894,206,152047,90,6,0,1
93895,206,152053,76,2,0,8
93901,206,152054,78,3,0,8
93901,206,152055,101,6,0,1
93901,206,152056,118,10,0,1
93904,206,152057,88,4,0,1
94508,206,160272,232,73,2,2
94550,206,160716,220,76,2,1
94550,206,160717,250,117,2,2
94550,206,160718,237,102,2,2
94550,206,160719,236,93,2,2
94550,206,160720,211,75,2,2
94550,206,160721,233,90,2,2
94550,206,160722,212,65,2,2
94550,206,160723,237,92,2,2
94550,206,160724,232,104,2,2
94550,206,160725,228,71,2,2
94550,206,160726,230,78,2,2
94550,206,160727,248,113,2,2
94550,206,160728,242,109,2,2
94550,206,160729,256,140,2,2
94550,206,160730,239,87,2,2
94550,206,160731,203,57,2,2
94550,206,160732,236,89,2,2
94550,206,160733,230,82,2,2
94550,206,160735,230,75,2,2
94550,206,168103,227,101.9,2,1
94550,206,168104,218,72.1,2,2
94550,206,168105,229,82.1,2,2
94550,206,168106,244,111.6,2,2
94550,206,168107,0,82,2,2
94550,206,168123,241,88.7,2,2
94550,206,168124,247,128.6,2,2
94550,206,160734,220,81,2,2
94550,206,160714,260,141,2,2
94550,206,160713,93,4,0,1
94550,206,160715,221,77,2,2
94617,206,160845,232,86,,
94617,206,168238,222,85.7,2,2
94617,206,168241,87,3.6,0,1
94663,206,162561,92,5.2,0,1
94663,206,160963,75,2,0,1
94663,206,160965,91,4,0,1
94663,206,162560,74,2.4,0,1
94663,206,162559,78,3.2,0,1
94663,206,162558,101,7.3,0,1
94663,206,160964,77,2,0,1
94668,206,161023,95,4,0,1
94685,206,162516,68,1.9,1,1
94899,206,161138,87,5,0,1
94899,206,161168,72,2,0,1
94899,206,161140,87,4,0,1
94899,206,161141,86,4,0,1
94899,206,161142,79,3,0,1
94899,206,161144,86,4,0,1
94899,206,161145,93,6,0,1
94899,206,161146,87,4,0,1
94899,206,161147,110,8,0,1
94899,206,161148,85,3,0,1
94899,206,161149,79,3,0,1
94899,206,161151,77,3,0,1
94899,206,161152,86,4,0,1
94899,206,161153,68,1,0,1
94899,206,161154,107,8,0,1
94899,206,161155,87,3,0,1
94899,206,161157,207,66,2,2
94899,206,161158,90,4,0,1
94899,206,161159,100,6,0,1
94899,206,161160,98,6,0,1
94899,206,161161,103,7,0,1
94899,206,161163,97,6,0,1
94899,206,161164,98,5,0,1
94899,206,161165,80,4,0,1
94899,206,161166,86,4,0,1
94899,206,161167,72,2,0,1
94899,206,168176,191,56.2,2,2
94899,206,168177,198,59.8,2,2
94899,206,168178,199,59.6,2,2
94899,206,168179,226,81,2,2
94899,206,161143,105,7,0,1
94899,206,161150,93,6,0,1
94899,206,161156,94,5,0,1
94899,206,161162,99,6,0,1
94899,206,161139,92,6,0,1
94903,206,161177,101,5,0,1
94903,206,161178,99,6,0,1
94903,206,161179,102,6,0,1
94903,206,168230,210,68.3,2,2
94903,206,168231,231,73.5,2,2
94903,206,168232,242,132.2,2,2
94903,206,168233,215,88.8,2,2
94922,206,161205,71,2,0,1
94922,206,161206,116,7,0,1
94922,206,161207,110,9,0,1
94922,206,161208,122,11,0,1
94922,206,161210,99,6,0,1
94922,206,161211,111,7,0,1
94922,206,161212,109,7,0,1
94922,206,161213,99,5,0,1
94922,206,161214,122,11,0,1
94922,206,161216,105,7,0,1
94922,206,161217,131,14,0,1
94922,206,161218,100,6,0,1
94922,206,161219,119,10,0,1
94922,206,161220,115,9,0,1
94922,206,161222,195,48,2,2
94922,206,161223,174,31,2,2
94922,206,161224,185,41,2,2
94922,206,161181,215,67,2,2
94922,206,161182,193,50,2,2
94922,206,161184,206,65,2,2
94922,206,161185,198,60,1,2
94922,206,161186,198,50,2,2
94922,206,161187,200,54,2,2
94922,206,161188,225,89,2,2
94922,206,161190,195,48,2,2
94922,206,161191,201,58,2,2
94922,206,161192,198,51,2,2
94922,206,161193,220,77,2,2
94922,206,161194,203,59,,
94922,206,161195,211,65,2,2
94922,206,161197,203,51,2,2
94922,206,161198,226,76,2,2
94922,206,161199,195,46,2,2
94922,206,161200,225,72,2,2
94922,206,161201,188,46,1,2
94922,206,161203,205,56,2,2
94922,206,161204,208,66,2,2
94922,206,161225,198,51,2,2
94922,206,161226,193,48,2,2
94922,206,161227,183,43,2,2
94922,206,161183,196,47,2,2
94922,206,161189,210,60,2,2
94922,206,161196,226,86,2,2
94922,206,161202,201,52,2,2
94922,206,161209,116,9,0,1
94922,206,161215,101,6,0,1
94922,206,161221,118,11,0,1
94922,206,161228,185,45,2,2
94925,206,161243,214,71,2,2
94925,206,161238,210,58,2,2
94925,206,161239,212,60,2,2
94925,206,161240,199,60,2,2
94925,206,161241,211,57,2,2
94925,206,161242,226,83,2,2
94925,206,161244,218,66,2,2
94925,206,161245,211,58,1,2
94925,206,161246,132,14,0,1
94925,206,161247,128,14,0,1
94925,206,161248,121,11,0,1
94925,206,161249,113,8,0,1
94925,206,161250,110,9,0,1
94925,206,161251,188,44,2,2
94928,206,161258,74,2,0,1
94928,206,161259,78,3,0,1
94928,206,161260,78,2,0,1
94928,206,161261,76,2,0,1
94928,206,161257,232,87,2,2
94937,206,161272,121,11,,
94937,206,161273,212,58,2,2
94940,206,161293,196,52,1,2
94940,206,161301,93,6,0,1
94940,206,161309,111,8,0,1
94940,206,161280,195,49,2,2
94940,206,161281,186,39,1,2
94940,206,161282,204,54,2,2
94940,206,161283,214,59,2,2
94940,206,161284,188,34,1,1
94940,206,161285,210,57,2,2
94940,206,161286,210,55,2,2
94940,206,161287,210,58,2,2
94940,206,161288,197,48,1,1
94940,206,161289,222,74,2,2
94940,206,161290,213,54,1,2
94940,206,161291,220,59,2,2
94940,206,161292,220,72,1,2
94940,206,161294,201,57,1,2
94940,206,161295,219,70,2,2
94940,206,161296,219,75,2,2
94940,206,161297,190,50,2,2
94940,206,161298,211,62,2,2
94940,206,161299,230,84,2,2
94940,206,161300,198,51,2,2
94940,206,161302,102,8,0,1
94940,206,161303,98,5,0,1
94940,206,161304,94,4,0,1
94940,206,161305,86,3,0,1
94940,206,161306,110,10,0,1
94940,206,161307,103,6,0,1
94940,206,161308,94,5,0,1
94940,206,161310,135,14,0,1
94940,206,161311,126,12,0,1
94940,206,161312,126,10,0,1
94940,206,161313,101,5,0,1
94940,206,161314,90,5,0,1
94940,206,161315,107,7,0,1
94941,206,161318,80,3,0,1
94941,206,161316,70,2,0,1
94941,206,161317,71,1,0,1
94941,206,161319,75,1,0,1
94948,206,161321,101,5,0,1
94948,206,161320,119,9,0,1
94952,206,161353,129,14,0,1
94952,206,161354,107,7,0,1
94952,206,161355,116,10,0,1
94952,206,161356,111,8,0,1
94952,206,161357,126,12,0,1
94952,206,161358,114,10,0,1
94952,206,161360,150,20,0,1
94952,206,161361,98,5,0,1
94952,206,161362,95,4,0,1
94952,206,161363,100,6,0,1
94952,206,161364,86,4,0,1
94952,206,161365,220,74,2,2
94952,206,161366,184,35,2,2
94952,206,161368,220,70,2,2
94952,206,161369,225,65,2,2
94952,206,161370,215,62,2,2
94952,206,161371,203,64,2,2
94952,206,161372,249,104,2,2
94952,206,161373,222,74,2,2
94952,206,161374,228,79,2,2
94952,206,161375,210,62,2,2
94952,206,161377,222,60,2,2
94952,206,161378,229,71,2,2
94952,206,161379,222,84,2,2
94952,206,161380,84,4,0,1
94952,206,161381,87,3,0,1
94952,206,161382,85,3,0,1
94952,206,161383,91,4,0,1
94952,206,161384,61,1,0,1
94952,206,161386,99,5,0,1
94952,206,161387,96,6,0,1
94952,206,161388,95,4,0,1
94952,206,161389,89,4,0,1
94952,206,161390,98,6,0,1
94952,206,168271,248,126.6,2,2
94952,206,168272,224,95.1,2,2
94952,206,168273,234,92.4,2,2
94952,206,168274,247,136.3,2,2
94952,206,168275,234,101.1,2,2
94952,206,168276,242,111,2,2
94952,206,168277,237,113.1,2,2
94952,206,161334,108,9,0,1
94952,206,161342,143,19,0,1
94952,206,161350,113,10,0,1
94952,206,161359,113,9,0,1
94952,206,161367,216,66,2,2
94952,206,161376,217,68,2,2
94952,206,161385,95,5,0,1
94952,206,161327,233,89,2,2
94952,206,161328,209,63,1,2
94952,206,161329,122,11,0,1
94952,206,161330,107,7,0,1
94952,206,161331,83,3,0,1
94952,206,161332,98,6,0,1
94952,206,161333,98,6,0,1
94952,206,161335,106,7,0,1
94952,206,161336,101,6,0,1
94952,206,161337,126,11,0,1
94952,206,161338,103,6,0,1
94952,206,161339,101,6,0,1
94952,206,161340,104,7,0,1
94952,206,161341,120,10,0,1
94952,206,161343,82,3,0,1
94952,206,161344,125,12,0,1
94952,206,161345,128,12,0,1
94952,206,161346,81,3,0,1
94952,206,161347,112,8,0,1
94952,206,161348,119,11,0,1
94952,206,161349,115,9,0,1
94952,206,161351,111,8,0,1
94952,206,161352,140,17,0,1
94962,206,161469,130,13,0,1
94965,206,161563,187,36,2,2
94965,206,161564,186,39,2,2
94965,206,161565,193,37,2,2
94965,206,161566,216,73,2,2
94965,206,161568,196,51,1,2
94965,206,161569,244,122,2,2
94965,206,161570,190,43,2,2
94965,206,161571,196,49,1,2
94965,206,161572,188,45,1,2
94965,206,161573,208,63,2,2
94965,206,161574,193,45,1,2
94965,206,161575,205,56,2,2
94965,206,161577,183,37,2,2
94965,206,161578,187,45,2,2
94965,206,161579,193,50,2,2
94965,206,161580,195,44,2,2
94965,206,161581,194,47,2,2
94965,206,161582,194,44,2,2
94965,206,161583,216,65,2,2
94965,206,161585,186,41,1,2
94965,206,161586,182,39,2,2
94965,206,161587,219,59,2,2
94965,206,161588,202,53,2,2
94965,206,161549,220,82,2,2
94965,206,161558,208,54,1,2
94965,206,161567,212,62,2,2
94965,206,161576,176,35,2,2
94965,206,161584,207,60,1,2
94965,206,161543,242,61,2,2
94965,206,161544,230,77,2,2
94965,206,161545,204,60,2,2
94965,206,161546,235,91,2,2
94965,206,161547,193,45,2,2
94965,206,161548,225,73,2,2
94965,206,161550,120,12,0,1
94965,206,161551,75,2,0,1
94965,206,161552,122,11,0,1
94965,206,161553,129,11,0,1
94965,206,161554,248,86,2,2
94965,206,161555,79,3,0,1
94965,206,161556,208,67,2,2
94965,206,161557,233,89,2,2
94965,206,161559,208,76,2,2
94965,206,161560,175,35,2,2
94965,206,161561,179,38,2,2
94965,206,161562,203,47,2,2
94978,206,168259,200,66.3,2,2
94978,206,168260,233,88.2,2,2
94978,206,168261,244,134.2,2,2
94978,206,168262,230,94.5,2,2
94978,206,161592,134,21,0,1
94978,206,161594,74,5,0,1
94978,206,161595,78,5,0,1
94978,206,161596,77,4,0,1
94978,206,161597,77,4,0,1
94978,206,161598,132,18,0,1
94978,206,161599,136,18,0,1
94978,206,161600,131,18,0,1
94978,206,161602,231,85,2,2
94978,206,161603,171,34,1,2
94978,206,161604,232,86,2,2
94978,206,161593,146,22,0,1
94978,206,161601,235,87,2,2
94997,206,168254,235,107.4,2,2
94997,206,168255,215,86.1,2,2
94997,206,168256,200,70.4,2,2
94997,206,168257,192,58.8,2,2
94997,206,161640,192,46,2,2
94997,206,161641,227,74,2,2
94997,206,161642,216,74,2,2
94997,206,161643,227,73,2,2
94997,206,161644,215,69,2,2
94997,206,161645,210,61,2,2
94997,206,161646,195,49,2,2
94997,206,161647,207,70,2,2
94997,206,161648,97,6,0,1
94997,206,161649,110,9,0,1
94997,206,161650,129,15,0,1
94997,206,161652,91,4,0,1
94997,206,161653,113,9,0,1
94997,206,168249,235,93.3,2,2
94997,206,168250,195,57.6,1,1
94997,206,168251,190,58.1,2,2
94997,206,168252,180,45,2,2
94997,206,168253,190,51.6,2,2
94997,206,161654,113,9,0,1
94997,206,161655,120,11,0,1
94997,206,161656,112,9,0,1
94997,206,161657,111,9,0,1
94997,206,161658,124,12,0,1
94997,206,161659,137,17,0,1
94997,206,161660,126,14,0,1
94997,206,161651,105,6,0,1
94998,206,161663,178,41,2,2
95004,206,161701,206,62,2,2
95004,206,161702,198,57,1,2
95004,206,161703,245,117,2,2
95004,206,161704,277,80,2,2
95004,206,161705,228,84,1,2
95004,206,161706,194,52,2,2
95004,206,161707,213,65,1,2
